	domain	phylum	class	order	family	genus	species	ASV
ASV_3460	Bacteria	Planctomycetota	vadinHA49	vadinHA49	vadinHA49	vadinHA49	vadinHA49	ASV_3460
ASV_3461	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_3461
ASV_3462	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_3462
ASV_3463	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_3463
ASV_3464	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3464
ASV_3465	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	ASV_3465
ASV_3466	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeia	Heimdallarchaeia	Heimdallarchaeia	Heimdallarchaeia	ASV_3466
ASV_3467	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	Urania-1B-19 marine sediment group	ASV_3467
ASV_3468	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	ASV_3468
ASV_3469	Bacteria	DTB120	DTB120	DTB120	DTB120	DTB120	DTB120	ASV_3469
ASV_3470	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3470
ASV_3471	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	Planctomicrobium	ASV_3471
ASV_3472	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3472
ASV_3473	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Latescibacteraceae	Latescibacteraceae	ASV_3473
ASV_3474	Bacteria	NKB15	NKB15	NKB15	NKB15	NKB15	NKB15	ASV_3474
ASV_3475	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	ASV_3475
ASV_3476	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02	FS117-23B-02	FS117-23B-02	ASV_3476
ASV_3477	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_3477
ASV_3478	Bacteria	DTB120	DTB120	DTB120	DTB120	DTB120	DTB120	ASV_3478
ASV_3479	Bacteria	DTB120	DTB120	DTB120	DTB120	DTB120	DTB120	ASV_3479
ASV_3480	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_3480
ASV_3481	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_3481
ASV_3482	Bacteria	Nitrospinota	P9X2b3D02	P9X2b3D02	P9X2b3D02	P9X2b3D02	P9X2b3D02	ASV_3482
ASV_3483	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	uncultured	ASV_3483
ASV_3484	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	S085	ASV_3484
ASV_3485	Bacteria	Actinobacteriota	Actinobacteria	Frankiales_1	Geodermatophilaceae	Geodermatophilaceae	Geodermatophilaceae	ASV_3485
ASV_3486	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3486
ASV_3487	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	Urania-1B-19 marine sediment group	ASV_3487
ASV_3488	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_3488
ASV_3489	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_3489
ASV_3490	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_3490
ASV_3491	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	Urania-1B-19 marine sediment group	ASV_3491
ASV_3492	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_3492
ASV_3493	Bacteria	Acidobacteriota	Subgroup 22	Subgroup 22	Subgroup 22	Subgroup 22	Subgroup 22	ASV_3493
ASV_3494	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales	Woesearchaeales	Woesearchaeales	ASV_3494
ASV_3495	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula	ASV_3495
ASV_3496	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3496
ASV_3497	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Pir4 lineage	ASV_3497
ASV_3498	Bacteria	Acidobacteriota	Subgroup 26	Subgroup 26	Subgroup 26	Subgroup 26	Subgroup 26	ASV_3498
ASV_3499	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured	uncultured	ASV_3499
ASV_3500	Bacteria	Planctomycetota	BD7-11	BD7-11	BD7-11	BD7-11	BD7-11	ASV_3500
ASV_3501	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	SH-PL14	ASV_3501
ASV_3502	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_3502
ASV_3503	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus	ASV_3503
ASV_3504	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	Candidatus Omnitrophus	ASV_3504
ASV_3505	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3505
ASV_3506	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3506
ASV_3507	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3507
ASV_3508	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadarchaeales	Hadarchaeales	Hadarchaeales	ASV_3508
ASV_3510	Bacteria	Elusimicrobiota	Lineage IIc	Lineage IIc	Lineage IIc	Lineage IIc	Lineage IIc	ASV_3510
ASV_3511	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	S085	ASV_3511
ASV_3512	Bacteria	Actinobacteriota	WCHB1-81	WCHB1-81	WCHB1-81	WCHB1-81	WCHB1-81	ASV_3512
ASV_3513	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	uncultured	uncultured	ASV_3513
ASV_3514	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	unclassified_Gemmatimonadales	unclassified_Gemmatimonadales	unclassified_Gemmatimonadales	ASV_3514
ASV_3515	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3515
ASV_3516	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902	Synechococcus CC9902	ASV_3516
ASV_3517	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3517
ASV_3518	Bacteria	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	ASV_3518
ASV_3519	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3519
ASV_3520	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	ASV_3520
ASV_3521	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	Rubripirellula	ASV_3521
ASV_3522	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	ASV_3522
ASV_3523	Bacteria	Schekmanbacteria	Schekmanbacteria	Schekmanbacteria	Schekmanbacteria	Schekmanbacteria	Schekmanbacteria	ASV_3523
ASV_3524	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured	uncultured	ASV_3524
ASV_3525	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	bacteriap25	ASV_3525
ASV_3526	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	uncultured	ASV_3526
ASV_3527	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3527
ASV_3528	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3528
ASV_3529	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales_3	Microbacteriaceae	Microbacterium	Microbacterium	ASV_3529
ASV_3530	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_3530
ASV_3531	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3531
ASV_3532	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3532
ASV_3533	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_3533
ASV_3534	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3534
ASV_3535	Archaea	Asgardarchaeota	Heimdallarchaeia	Heimdallarchaeia	Heimdallarchaeia	Heimdallarchaeia	Heimdallarchaeia	ASV_3535
ASV_3536	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	MSBL5	MSBL5	MSBL5	ASV_3536
ASV_3537	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	ASV_3537
ASV_3538	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	BD2-11 terrestrial group	ASV_3538
ASV_3539	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_3539
ASV_3540	Bacteria	Chloroflexi	Dehalococcoidia	Sh765B-AG-111	Sh765B-AG-111	Sh765B-AG-111	Sh765B-AG-111	ASV_3540
ASV_3541	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_3541
ASV_3542	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3542
ASV_3543	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales_1	Marinilabiliaceae	uncultured	uncultured	ASV_3543
ASV_3544	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3544
ASV_3545	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3545
ASV_3546	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_3546
ASV_3547	Bacteria	Patescibacteria	WWE3	WWE3	WWE3	WWE3	WWE3	ASV_3547
ASV_3548	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria	Parcubacteria	Parcubacteria	Parcubacteria	ASV_3548
ASV_3549	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3549
ASV_3551	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	ASV_3551
ASV_3552	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium	ASV_3552
ASV_3553	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	bacteriap25	ASV_3553
ASV_3554	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3554
ASV_3555	Bacteria	MBNT15	MBNT15	MBNT15	MBNT15	MBNT15	MBNT15	ASV_3555
ASV_3556	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_3556
ASV_3557	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilaceae	Nitrosopumilaceae	ASV_3557
ASV_3558	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium_2	Novosphingobium_2	ASV_3558
ASV_3559	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3559
ASV_3560	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3560
ASV_3561	Bacteria	Nitrospirota	Thermodesulfovibrionia	uncultured	uncultured	uncultured	uncultured	ASV_3561
ASV_3562	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured	ASV_3562
ASV_3563	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	Schleiferia	Schleiferia	ASV_3563
ASV_3564	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_3564
ASV_3565	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Pir4 lineage	ASV_3565
ASV_3566	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3566
ASV_3567	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	unclassified_Pirellulaceae	unclassified_Pirellulaceae	ASV_3567
ASV_3568	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Mitochondria	ASV_3568
ASV_3569	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3569
ASV_3570	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	ASV_3570
ASV_3571	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae	Vermiphilaceae	ASV_3571
ASV_3572	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3572
ASV_3573	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3573
ASV_3574	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	ASV_3574
ASV_3575	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3575
ASV_3576	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3576
ASV_3577	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3577
ASV_3578	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_3578
ASV_3579	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3579
ASV_3580	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3580
ASV_3581	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_3581
ASV_3582	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces_1	Actinomyces_1	ASV_3582
ASV_3583	Bacteria	Planctomycetota	Brocadiae	Brocadiales	Scalinduaceae	Candidatus Scalindua	Candidatus Scalindua	ASV_3583
ASV_3584	Bacteria	Verrucomicrobiota	unclassified_Verrucomicrobiota	unclassified_Verrucomicrobiota	unclassified_Verrucomicrobiota	unclassified_Verrucomicrobiota	unclassified_Verrucomicrobiota	ASV_3584
ASV_3585	Bacteria	Acidobacteriota	Subgroup 26	Subgroup 26	Subgroup 26	Subgroup 26	Subgroup 26	ASV_3585
ASV_3586	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3586
ASV_3587	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_3587
ASV_3588	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3588
ASV_3589	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3589
ASV_3590	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3590
ASV_3591	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3591
ASV_3592	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	SWB02	ASV_3592
ASV_3593	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3593
ASV_3594	Bacteria	Patescibacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	ASV_3594
ASV_3595	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	Babeliales	ASV_3595
ASV_3596	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3596
ASV_3597	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	ASV_3597
ASV_3598	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophales	Omnitrophales	Omnitrophales	ASV_3598
ASV_3599	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	Subgroup 9	Subgroup 9	Subgroup 9	ASV_3599
ASV_3600	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured	uncultured	ASV_3600
ASV_3601	Bacteria	Chloroflexi	Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	ASV_3601
ASV_3602	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3602
ASV_3603	Bacteria	Chloroflexi	TK17	TK17	TK17	TK17	TK17	ASV_3603
ASV_3605	Bacteria	Planctomycetota	Brocadiae	Brocadiales	Scalinduaceae	Candidatus Scalindua	Candidatus Scalindua	ASV_3605
ASV_3606	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_3606
ASV_3607	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	Candidatus Omnitrophus	ASV_3607
ASV_3608	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_3608
ASV_3609	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	ASV_3609
ASV_3610	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_3610
ASV_3611	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41	WCHB1-41	ASV_3611
ASV_3612	Bacteria	TA06	TA06	TA06	TA06	TA06	TA06	ASV_3612
ASV_3613	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_Sphingomonadaceae	unclassified_Sphingomonadaceae	ASV_3613
ASV_3614	Bacteria	Planctomycetota	Phycisphaerae	unclassified_Phycisphaerae	unclassified_Phycisphaerae	unclassified_Phycisphaerae	unclassified_Phycisphaerae	ASV_3614
ASV_3616	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales_1	Alteromonadaceae	Alishewanella	Alishewanella	ASV_3616
ASV_3617	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3617
ASV_3618	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3618
ASV_3619	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_3619
ASV_3620	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_3620
ASV_3621	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_3621
ASV_3622	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_3622
ASV_3623	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_3623
ASV_3624	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_3624
ASV_3627	Bacteria	Chloroflexi	Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	ASV_3627
ASV_3629	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_3629
ASV_3630	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	Urania-1B-19 marine sediment group	ASV_3630
